\cs	random	2	6	3	0.8571428571428571	3	0	0	(1, 2)	LR	0	1	1	0	0	0	('NOUN', 'ADJ')	[]
\cs	random	2	6	3	0.8571428571428571	3	0	0	(1, 3)	LR	1	1	1	0	0	0	('NOUN', 'ADJ')	[('ADJ', 'NOUN', 'amod')]
\cs	random	2	6	3	0.8571428571428571	3	0	0	(1, 4)	LR	2	1	1	0	0	0	('NOUN', 'ADV')	[('ADJ', 'NOUN', 'amod'), ('ADJ', 'NOUN', 'amod')]
\cs	random	2	6	3	0.8571428571428571	3	0	0	(5, 1)	RL	3	1	1	0	0	0	('VERB', 'NOUN')	[('ADJ', 'NOUN', 'amod'), ('ADJ', 'NOUN', 'amod'), ('ADV', 'NOUN', 'advmod:emph')]
\cs	random	2	6	3	0.8571428571428571	3	0	0	(5, 6)	LR	0	1	1	0	0	0	('VERB', 'NOUN')	[]
\cs	real	2	6	3	0.8571428571428571	3	0	0	(2, 1)	RL	0	1	1	0	0	0	('ADJ', 'NOUN')	[]
\cs	real	2	6	3	0.8571428571428571	3	0	0	(2, 6)	LR	3	1	1	0	0	0	('ADJ', 'NOUN')	[('ADJ', 'NOUN', 'amod'), ('ADV', 'NOUN', 'advmod:emph'), ('VERB', None, 'root')]
\cs	real	2	6	3	0.8571428571428571	3	0	0	(6, 3)	RL	2	1	1	0	0	0	('NOUN', 'ADJ')	[('ADV', 'NOUN', 'advmod:emph'), ('VERB', None, 'root')]
\cs	real	2	6	3	0.8571428571428571	3	0	0	(6, 4)	RL	1	1	1	0	0	0	('NOUN', 'ADV')	[('VERB', None, 'root')]
\cs	real	2	6	3	0.8571428571428571	3	0	0	(6, 5)	RL	0	1	1	0	0	0	('NOUN', 'VERB')	[]
\cs	random	3	5	2	0.8333333333333334	3	1	0	(2, 1)	RL	0	1	1	0	0	0	('NOUN', 'AUX')	[]
\cs	random	3	5	2	0.8333333333333334	3	1	0	(3, 5)	LR	1	2	0	1	1	2	('NOUN', 'NOUN')	[('VERB', None, 'root')]
\cs	random	3	5	2	0.8333333333333334	3	1	0	(4, 2)	RL	1	2	1	0	0	0	('VERB', 'NOUN')	[('NOUN', 'VERB', 'nsubj')]
\cs	random	3	5	2	0.8333333333333334	3	1	0	(4, 3)	RL	0	1	1	0	0	0	('VERB', 'NOUN')	[]
\cs	real	3	5	2	0.8333333333333334	3	1	0	(1, 3)	LR	1	2	0	1	1	2	('AUX', 'NOUN')	[('NOUN', 'VERB', 'xcomp')]
\cs	real	3	5	2	0.8333333333333334	3	1	0	(2, 1)	RL	0	1	1	0	0	0	('NOUN', 'AUX')	[]
\cs	real	3	5	2	0.8333333333333334	3	1	0	(2, 4)	LR	1	1	1	0	0	0	('NOUN', 'VERB')	[('NOUN', 'VERB', 'nsubj')]
\cs	real	3	5	2	0.8333333333333334	3	1	0	(4, 5)	LR	0	1	1	0	0	0	('VERB', 'NOUN')	[]
\cs	random	4	4	2	0.8	3	0	0	(2, 1)	RL	0	1	1	0	0	0	('VERB', 'VERB')	[]
\cs	random	4	4	2	0.8	3	0	0	(4, 2)	RL	1	1	1	0	0	0	('VERB', 'VERB')	[('NOUN', 'VERB', 'obj')]
\cs	random	4	4	2	0.8	3	0	0	(4, 3)	RL	0	1	1	0	0	0	('VERB', 'NOUN')	[]
\cs	real	4	4	2	0.8	3	0	0	(1, 2)	LR	0	1	1	0	0	0	('VERB', 'VERB')	[]
\cs	real	4	4	2	0.8	3	0	0	(1, 4)	LR	1	1	1	0	0	0	('VERB', 'VERB')	[('VERB', 'VERB', 'conj'), ('NOUN', 'VERB', 'obj')]
